3868,858,953,3743,2533,349,858,2997,1276,2808,
1079,969,3480,2359,225,720,357,2300,1219,3097,
2997,153,3510,904,2997,345,2699,2973,2121,1265,
1615,1089,3702,3173,1440,381,1479,3062,481,3408,
1291,809,260,1296,1752,3744,509,1291,3035,3755,
653,3519,1676,2161,2774,2004,69,930,3615,2393,
2167,3802,2353,3683,539,589,223,3527,2410,1240,
1580,3178,3256,3536,1035,1676,2628,1373,3932,1907,
3619,224,2710,3627,1234,2959,2617,3430,176,3882,
1049,2916,2067,2052,2328,2406,3210,2010,2826,104,
1261,2949,2628,1945,2501,1024,1732,708,1606,2161,
552,1611,2145,3256,2017,1784,2657,3185,3108,1340,
1266,3457,2036,1405,3801,3173,296,196,595,2762,
733,3361,587,39,2747,924,1573,388,2324,2028,
1378,1270,3489,2193,296,2670,3494,3095,2716,2605,
1379,1552,3450,608,1552,1968,1556,423,1213,442,
3552,3679,1,3429,2551,913,2804,104,1923,2716,
1304,2023,253,1294,523,1079,2367,1276,1234,1304,
2470,345,2827,2796,3210,3769,1210,940,1042,924,
3168,2948,225,1304,2081,3071,2424,1210,2378,344,
2617,1392,2718,3639,3258,3948,1244,1097,3629,2858,
3671,3821,3546,1291,836,1197,1203,356,1213,2126,
2871,471,1357,25,1061,2059,1198,3814,2664,2068,
2115,3362,2115,2406,2389,2004,2389,110,1954,2901,
1136,2571,1294,256,2716,338,1513,39,3070,2421,
2081,508,1425,2011,1580,2096,1994,1127,2581,3638,
2951,70,2600,3519,3696,933,2088,2657,3201,2458,
1214,2883,912,3088,879,3834,1235,3034,2529,2248,
1036,158,595,3697,337,3556,1198,172,69,930,
3702,1214,1127,2528,3006,1196,541,2340,1965,1484,
2366,1096,1266,2028,1457,1215,2490,2391,432,858,
1387,1376,1385,3368,2598,1171,1387,293,2529,3811,
3527,157,2456,2553,1459,1214,1515,1573,3926,587,
1201,1387,1769,230,1466,3863,2525,2146,1214,3404,
2947,3007,2407,3350,3111,1213,2987,2791,2709,906,
1240,2641,2530,1375,2116,1127,1270,1466,1219,2457,
2987,2858,736,653,3421,1147,933,1240,529,3408,
2333,2951,2971,921,2686,3439,514,296,1921,1198,
1175,2991,1407,3608,913,1247,1361,110,1645,500,
39,122,881,586,2622,849,1025,3795,2918,2724,
288,3469,2908,1230,3555,1175,1275,2517,3054,2455,
2337,2858,899,1690,2333,277,299,838,597,2699,
1535,2828,2797,1617,1958,662,1094,1912,17,594,
1392,1673,3052,356,1441,2797,999,2142,783,785,
1466,2599,153,1259,3510,838,2699,1221,1408,3758,
1683,2871,2019,1171,2421,207,608,2581,1225,2174,
866,2858,1259,1358,589,494,1804,2568,2468,3254,
2770,1334,2841,3095,2364,2088,223,2038,3361,485,
215,507,947,724,2793,2567,1280,2770,527,2263,
501,527,3147,3007,2763,2289,593,3507,230,2396,
506,2872,1240,542,506,2333,2076,1222,1438,3163,
1250,111,368,3685,3469,1051,3035,2710,2502,1729,
3793,177,2858,70,2662,2858,924,3366,24,2918,
509,527,1219,1513,2793,377,102,552,733,302,
41,2391,1719,2966,111,1810,3753,456,223,2858,
2058,3252,454,1544,521,1480,3552,1667,29,259,
3799,1221,2672,1081,457,2085,3799,150,3105,3006,
47,3006,2724,3527,1485,2701,1912,1089,2155,2996,
2700,709,514,329,3060,7,2160,3000,905,3865,
296,1704,2952,3629,1569,1,3791,1037,1210,1594,
581,631,1265,2857,1639,1954,1210,1594,913,509,
1617,2867,1641,1965,3145,1294,1446,541,1944,277,
728,3307,1193,2918,1252,3062,912,1291,2501,2357,
299,1694,47,2396,1371,329,3504,3836,223,2707,
3079,2186,2718,593,2948,1233,3326,902,1094,34,
2560,2353,1257,1266,2269,1921,1240,2997,1171,3793,
1909,2427,3081,2064,2989,1037,1253,1080,2396,733,
224,3578,2194,647,2968,1947,986,3754,1270,3525,
3728,3946,3250,329,1594,145,2858,1641,1103,1089,
229,3489,2174,3263,2529,2541,2311,380,2387,434,
6,3684,3174,2058,3000,1059,3155,1209,3246,3654,
3006,2396,2908,3512,3186,3729,1339,3052,3802,541,
1046,595,316,1392,1784,3751,265,2558,3100,527,
800,3703,1250,515,1161,1387,2983,2476,2571,296,
50,788,1466,1974,1909,1294,1973,1653,3481,3565,
52,2318,2110,2329,1405,750,1357,1221,1243,1394,
1191,1197,3363,2581,1994,2555,3250,1649,44,2021,
1192,2144,587,1407,2333,780,898,608,2973,3072,
3081,361,527,3683,2826,2719,1284,2454,296,2539,
377,1909,2161,457,2580,2791,2959,1805,593,1917,
1268,2291,3723,1214,1017,337,1284,1177,1378,52,
3083,1617,222,529,2762,1270,2,3594,41,3435,
3513,1777,2406,2580,2628,2078,3450,2985,3326,1197,
2428,1653,1466,2335,196,765,2605,1380,317,527,
2282,3552,3591,3693,1614,1125,1214,1704,32,1092,
3514,945,2450,1674,185,3512,1517,3347,2015,3129,
1554,73,2106,2808,3499,3135,1641,994,1676,1939,
1912,47,2716,951,1036,34,1206,1127,3623,100,
2716,1011,2431,21,3081,2081,2148,1307,3408,357,
1485,912,94,1445,2321,3088,1345,2762,742,2109,
2289,3036,917,1204,2413,2011,3098,3219,361,1629,
162,246,1084,3070,3174,1673,1136,1148,3006,1834,
1127,2320,110,2949,1485,141,2403,589,2052,9,
3016,162,3244,1046,2628,2918,493,1944,1589,6,
2070,2005,1185,943,2734,351,2734,552,11,1258,
1704,25,1294,2912,2518,2796,2276,101,1307,1370,
3163,2871,608,2529,10,249,2073,3255,1089,1201,
2437,1036,1291,1213,3274,36,2885,21,3285,1339,
2291,26,3785,3844,2716,3068,266,2764,785,858,
1635,1480,25,1722,509,2788,1601,1240,1060,3543,
1279,2598,3081,923,1500,237,515,3844,32,2100,
2721,2355,223,1845,728,2395,2071,1876,930,3357,
2723,1090,2716,3484,914,2676,3263,1265,3591,3398,
1921,2387,1037,2805,3044,3549,2359,2991,3701,2542,
2725,2706,2986,1345,1282,405,3504,1042,1280,1185,
1923,3698,3051,1617,1196,1196,300,3044,1711,2315,
2580,1396,1663,2712,1222,1016,3247,3740,2291,45,
3386,13,1370,1097,3793,2212,2763,3863,2952,2396,
3744,1676,2291,3536,1240,2433,2762,1376,2405,1673,
968,2903,2013,1333,587,1298,2355,2868,2699,2324,
3020,1610,2816,2836,1722,329,1665,2571,3681,188,
1788,1589,2314,1197,3362,1391,3755,3600,852,1904,
176,728,1101,147,1320,541,3387,1199,514,1961,
461,1527,2335,3512,1835,1401,342,678,838,2722,
1429,3007,2641,1379,3835,362,1653,778,122,908,
2159,1527,3095,1196,1407,3196,3524,2971,1995,2149,
1643,3635,1179,39,3035,348,678,3317,1921,24,
3249,3174,1729,2912,1259,1183,3686,2795,3684,9,
3176,2720,1343,1193,173,1373,356,2594,1293,3363,
1719,3795,507,1296,2858,230,1794,471,3219,1285,
2806,3484,3527,289,3189,3836,104,1956,1093,2702,
2734,3176,2881,1674,1375,3733,1611,62,1884,231,
1649,3261,3897,2279,2700,3328,1732,3081,535,1265,
321,2011,1419,2268,3516,671,924,1046,3317,1198,
2013,2699,1303,2692,2706,3360,281,2174,1200,1073,
3100,3763,1633,3270,2369,3418,2917,608,2730,1009,
2952,3469,122,3037,3081,3409,2763,1733,2353,2804,
1794,908,1294,2135,1271,1197,1270,1409,2804,1799,
2599,3809,3646,3178,1480,1580,2997,735,455,3524,
1500,3081,1573,1270,1172,7,2000,2407,2858,2475,
2959,3327,585,3285,1287,842,1194,319,2856,1616,
1722,47,1079,2550,62,593,1073,232,3409,2115,
908,1965,1610,3812,2599,3770,1196,3147,3072,969,
1653,1253,1957,1225,1921,3753,3452,1784,891,588,
2384,2245,1234,2761,2155,1354,3699,3386,35,613,
1729,2858,1500,1012,1191,2797,185,2762,3578,281,
3476,1073,784,2000,266,2161,1980,260,2657,3249,
2890,1483,3688,2117,2580,6,2126,1422,1952,647,
3113,2763,2291,784,186,2527,858,1748,3717,1199,
16,3712,2687,3476,2717,2002,11,3175,2436,786,
2029,362,3067,1401,2613,2111,788,1952,1080,2943,
194,1617,2443,2455,60,3051,1097,1608,1835,2088,
551,31,2997,2093,2922,181,708,1198,235,3675,
1513,1693,2282,1127,2359,1965,3155,3864,2355,2616,
3046,589,356,3006,1617,969,589,3005,1127,3484,
2318,1414,367,2018,2607,3125,1643,3701,1956,3863,
1517,1831,3793,1408,673,1042,1223,912,2059,466,
1089,3773,934,260,1588,1265,1253,555,36,1350,
3260,1678,1225,1198,475,141,1678,2872,1231,2297,
913,1235,969,2406,3552,3615,628,1247,2105,1254,
1730,260,2010,2716,82,785,364,3421,565,1265,
3409,1595,2581,2520,3005,1197,1284,3146,2699,3538,
2607,3266,2391,3809,2861,3176,550,1690,3052,154,
1449,3754,2130,1265,3471,50,1673,449,1633,1997,
1732,3594,3107,3011,3160,1210,1833,910,1639,2836,
1733,1266,2171,2162,289,170,3705,2028,1237,3186,
2390,349,3363,1967,2581,3072,2336,2862,1253,2268,
1734,1259,185,1788,1694,39,1392,1188,2396,1246,
3266,3524,464,2687,3555,1285,2279,3760,348,319,
3267,2808,296,3763,380,1573,707,457,1610,2997,
3624,1821,2535,3836,2193,589,2291,3354,1347,1615,
2395,1350,1213,588,1291,2701,2628,2134,1537,3273,
1594,1704,2203,2193,338,838,39,2139,2872,2801,
2683,3273,257,2944,2124,2020,919,1556,1480,3246,
412,2043,1171,1231,3555,653,3038,1228,1077,2921,
2759,2700,3258,3113,1513,102,2348,2805,2622,2333,
994,2171,2395,3034,562,2003,2599,1645,950,2288,
1884,928,3328,34,2000,592,50,501,1845,1688,
1885,3791,597,551,440,1885,1280,351,849,1357,
272,3357,2890,1584,965,1073,1537,1079,551,3249,
24,2453,440,733,2613,2598,2273,1094,2336,2115,
3051,3479,3249,2762,527,3702,3608,1367,1205,1024,
348,2640,232,1307,2709,588,3448,1097,1291,3300,
1093,788,3448,2336,1265,2300,2734,3871,3927,3421,
29,1357,838,1196,910,260,123,594,1208,2546,
562,953,1594,203,1213,1049,1633,3253,2943,2112,
1095,1855,1408,2599,185,1924,2139,3386,16,1588,
2188,435,2690,3527,3040,1291,353,110,2683,543,
497,2700,1285,2020,1385,3256,2407,2245,1003,1566,
1747,1500,800,908,3053,2155,1673,2314,2959,547,
2908,3735,2881,3578,1960,21,333,1594,3911,1219,
1966,1,1094,1348,1148,3614,3450,908,550,162,
3499,1206,1927,1863,1228,1073,247,3197,260,593,
353,947,2987,1468,3061,1459,2762,3258,2797,454,
32,296,748,1562,1676,2628,1573,1205,1372,2532,
1243,2987,3608,2360,357,3359,2797,1263,1779,2605,
1897,3408,1885,3476,2405,451,590,17,1208,180,
1171,1527,1730,180,3686,44,2321,2605,1370,1342,
3786,3786,1917,2053,3948,1394,3481,3355,3060,3006,
34,2300,1952,858,39,3814,1617,1036,517,903,
357,608,3527,1171,1617,3210,2539,838,2384,337,
36,497,2174,3360,736,3072,3418,912,2081,608,
714,352,2288,3111,1552,2085,2395,1587,785,266,
2406,2406,1346,1389,1963,380,2328,1372,1876,2231,
1101,2336,969,1264,2025,2398,1081,2017,3168,480,
3717,3671,593,1394,2804,2470,2530,3176,1748,969,
1030,1210,595,92,3168,3549,858,2373,2375,3708,
1688,346,580,3296,1198,3897,1968,2000,356,364,
364,1372,2987,593,783,2348,3325,1235,1035,374,
3501,833,1252,3347,587,3186,1527,1947,213,3168,
3072,1285,3098,1225,1897,2186,2779,3915,1994,2628,
3074,3039,1231,3396,1307,1376,2401,3623,596,3836,
3508,539,338,2016,3104,3638,1246,1333,224,2916,
1043,2529,2683,539,2395,647,445,1391,3063,1597,
597,1234,2379,1735,3035,1721,2141,804,2167,11,
383,2322,2012,1784,2059,3671,1396,1620,153,1188,
2506,1639,1135,3020,914,3857,4,1835,1951,3147,
3524,3095,2989,1950,3926,2374,2583,3599,2279,3167,
1569,953,1390,3108,737,3108,19,2706,778,1282,
2082,3745,2686,203,87,2093,2502,805,1377,586,
3600,1221,1081,186,1967,1031,231,902,910,2181,
3604,2155,2291,3676,3358,2040,1347,3723,1250,1883,
2802,1248,2794,2915,2553,919,1374,2419,485,2490,
3536,1391,110,2006,3300,1391,2539,3948,3108,1188,
3753,2253,3785,1429,2081,2013,1376,3910,2278,2719,
3682,3435,2353,1086,527,1091,1220,2802,1147,2747,
2017,1238,1224,3672,3175,541,3915,2042,3435,3186,
3685,2779,11,1635,3543,1515,3157,1441,281,1627,
1296,3006,1266,110,1187,931,1230,174,2321,2858,
838,3070,1296,2021,866,2028,3244,1060,919,588,
1007,1527,3671,3614,585,2791,2616,708,1288,2411,
1947,2291,608,2571,1885,3178,2447,745,1225,2971,
2966,2028,1805,1238,170,1625,1247,1648,2692,2580,
266,1210,348,31,2424,2929,265,1235,2746,2541,
17,2502,2248,364,2070,2294,101,1215,265,307,
1441,3097,1339,3104,2788,1721,2052,3676,3255,1569,
1088,3516,1077,3671,2501,44,356,724,2706,3111,
912,541,1086,3258,1608,415,39,3095,2598,596,
199,3451,1086,3341,2003,3067,1914,1264,3544,3424,
1806,3524,1552,920,1033,480,616,505,1028,1265,
2469,300,1127,1028,316,830,2915,3347,1409,1944,
2100,780,337,1250,1027,2605,3095,25,123,1300,
1959,1635,2702,2100,2671,3174,2948,32,34,2427,
1380,662,36,480,2283,1608,1713,2391,1485,3397,
569,3500,2385,1653,1092,1920,2694,231,2694,832,
1674,912,3200,1283,1220,2024,3751,3468,3527,2005,
3565,1222,3786,1333,608,2122,3512,3325,3408,3617,
861,1381,3556,3489,861,3418,1717,1640,3308,589,
1997,1984,1266,2094,1876,1271,3555,2802,3949,2710,
1573,2124,1208,881,2174,1641,2643,2875,2126,2599,
474,1101,2407,2170,1674,2303,2116,529,2165,2804,
1221,2414,2916,2023,235,1392,858,2527,1394,1617,
2336,3510,2336,553,3148,593,3328,2762,2353,296,
3425,260,173,2929,381,2719,318,3685,3037,3174,
1393,3157,3101,337,3114,193,527,280,534,1198,
1682,21,733,2852,2997,3359,910,1373,3246,431,
508,2875,73,300,524,3809,1210,438,21,1805,
3213,3173,3717,3396,2005,2734,70,1762,1393,1057,
42,1608,352,2002,1,440,1719,555,2986,3712,
650,205,3394,371,3441,357,2615,3700,3948,3494,
3500,3751,3020,3440,3708,2791,1079,2427,1653,3054,
3148,529,2020,3615,2613,34,750,3897,3148,1678,
2702,1537,373,2700,1446,428,3157,3555,3263,913,
1476,2463,1029,2952,3470,2139,1258,2150,1356,2478,
1693,1672,3174,339,2858,1267,145,1629,2429,1367,
151,1079,1032,1097,1250,3148,1131,1211,1991,1013,
4,2336,1359,1733,3252,3130,914,2325,4,1127,
1621,3684,3210,3363,3115,2398,2546,2375,3501,41,
3155,1282,2988,1073,1199,356,2405,595,3020,2478,
58,2351,45,515,3298,3285,266,1036,2867,1264,
2712,1345,412,2247,2997,2399,1380,2706,1175,1339,
2429,2514,2405,3204,3593,2719,1371,260,2712,110,
1840,1379,1584,899,1914,1079,2455,3704,2712,427,
1916,3174,3006,1672,3699,2628,162,2433,2094,3176,
1488,1251,425,653,2396,2529,2455,3098,3623,2912,
230,1234,661,377,1193,1885,3809,88,592,1962,
1120,2423,2278,516,593,296,3246,454,1641,302,
161,1240,2858,1873,593,3591,2973,431,2572,1193,
1411,3578,2236,608,1610,2096,527,1208,242,170,
524,1200,3635,2020,2944,11,1398,3408,2407,1968,
1059,3408,329,1244,830,3105,3873,415,3108,3252,
454,482,1566,1240,2687,2000,2005,2001,507,2144,
1701,3444,388,1704,546,3709,3671,905,3168,457,
1274,587,2081,2355,765,1376,1197,1033,2093,968,
741,1591,50,76,1127,1278,368,2739,380,2707,
1277,318,3704,1923,1184,3004,1210,1095,3270,1206,
1639,1285,198,673,2024,3751,2860,1999,2648,1968,
3528,415,3259,3751,3418,574,451,1777,316,236,
2297,1240,1968,1183,3578,34,2155,2959,1272,2093,
465,3858,596,1408,3543,589,3421,3104,913,2671,
1711,2007,2762,318,3363,3418,2571,1307,2612,3791,
538,1037,1286,3108,3635,2944,3179,999,3770,1221,
393,2058,1261,2872,519,153,2431,836,3285,3409,
2442,2349,3361,2975,3699,2403,2571,1280,3747,589,
73,3408,111,1610,1394,593,1077,1265,3481,380,
3246,3256,708,3914,2694,1747,3681,1916,2719,1552,
3173,2770,1873,3793,14,1968,3535,589,281,481,
105,628,3316,1291,497,25,2606,3101,671,3301,
253,3831,1833,1592,3418,319,2470,2315,924,3501,
3250,2396,3751,608,3350,1674,3208,2916,593,2529,
3252,3051,2485,3163,1967,3362,2065,1086,235,265,
111,919,1258,2398,1221,1210,2369,1952,661,1283,
3259,1594,1627,3825,2146,1225,446,3408,50,2423,
1589,2076,3298,2916,2369,1683,2683,494,1644,3253,
2023,1204,1645,377,208,23,276,608,1875,3927,
14,456,474,938,3435,2007,780,555,861,1676,
337,380,2076,1943,1258,2352,3148,3067,62,2067,
2314,2399,3516,3702,1307,260,3868,292,1888,1727,
2600,1729,1655,2028,342,3909,3697,1449,3618,3070,
555,2598,367,3608,2013,3479,261,2987,317,3091,
1660,2762,2058,529,1912,2248,3007,2571,296,2442,
3265,3698,1580,266,1264,1282,457,1682,1193,2431,
1735,2683,2533,3033,334,3764,786,1885,2762,2023,
3481,2991,7,318,2529,938,1060,1873,2634,720,
2686,480,377,353,2642,585,1678,1927,2609,2024,
2688,1130,866,1047,225,1961,2475,858,3703,2333,
345,1517,1719,616,1219,21,2424,36,2759,1673,
2320,2014,1394,1127,3114,1610,60,1171,3441,562,
25,2178,3301,529,1965,111,2398,342,111,1300,
2324,2000,2261,110,260,1225,1927,2882,3035,1307,
2329,849,2001,272,2858,429,1357,2330,912,1963,
