3250,608,1967,2916,2985,1238,1949,2401,547,58
3252,468,569,2454,3471,1265,3462,1090,3366,3510
1721,1354,329,2806,1686,1779,1441,3536,3698,3712
3256,569,2468,364,953,597,1639,2819,1212,1291
908,3643,1204,2688,2806,117,3521,293,2094,3450
3257,1917,14,1876,2144,919,3893,198,1034,3334
1653,1584,3173,2530,2792,466,3225,597,1644,32
1580,1821,1653,3868,1584,2322,3387,1268,349,2105
110,608,18,1259,3160,440,3743,2612,2731,17
111,1212,904,1179,3072,2959,277,3429,88,3113
3259,852,1954,459,1267,3686,784,1347,1954,1653
3186,1721,2046,3844,2096,3793,2648,3316,95,881
1589,2331,480,3247,1409,1268,1281,2797,1673,296
2023,2710,1678,1617,3114,2372,1733,3370,1361,2640
14,3681,1184,2706,1721,233,3130,2278,3793,3863
2028,2146,3061,25,3362,2371,608,1199,2819,110
337,1186,3005,593,2700,1968,3174,2333,2987,2852
265,3081,2450,165,3361,2291,3578,2064,2858,1183
16,1584,32,924,2195,50,1431,428,1210,1291
266,2987,724,348,2409,223,3793,428,555,587
17,173,500,2918,34,1944,3844,3273,273,1258
2314,1678,3105,1274,1204,1704,780,357,535,1693
2600,1250,537,588,2094,2336,6,1060,3426,3598
480,3298,3671,3037,1266,2021,3702,2633,2600,2567
555,1197,2997,595,1214,3105,177,927,909,493
1801,3895,2700,1453,2067,2324,3452,1586,377,1391
3260,2683,3157,3101,2384,3000,2797,1302,11,1354
1730,741,155,50,288,2421,292,3361,832,2150
1660,991,905,1586,2416,2028,34,2100,2641,3256
3265,2947,1617,2377,2770,3869,480,3471,1240,1231
1735,3071,736,1594,1748,154,1199,2145,2245,152
3267,45,1704,3024,546,110,912,2470,432,858
3481,1673,1970,1464,1287,913,3210,3481,2278,516
2396,318,1089,555,3362,1204,912,2840,2858,174
2686,940,2762,594,2186,2550,2113,2640,2736,2611
2688,586,1681,3175,2105,3911,1527,1198,1129,3040
345,1231,899,1895,3006,1193,745,2973,3863,1073
2320,1320,2571,296,3252,1884,2762,3249,1327,2395
24,2628,1405,1674,2183,2712,2396,198,1921,318
25,508,923,1233,2720,3125,1041,2871,2377,372
2324,1299,2628,1230,3386,3347,541,1041,1635,1
349,1249,1198,3536,2324,1527,1580,168,1199,2485
562,3253,3869,3623,3703,517,3857,1080,1304,1
2329,2028,2005,1687,590,1459,1019,1299,198,3298
1810,32,1275,3045,1234,1036,3249,1500,1090,3476
2541,1247,1270,3175,541,3724,2023,3543,1247,2011
3418,318,1393,1223,1482,914,457,1682,1911,930
1673,110,3882,999,1291,2005,538,2699,3793,551
2908,2013,2291,2410,2405,2617,940,2908,3360,1965
1678,1254,1028,2278,2381,3034,2881,3179,2046,235
2692,1222,3097,1196,3421,276,1912,3751,1223,2133
1027,1562,485,145,3265,2336,866,898,2997,227
2699,551,1396,3366,2140,1395,1291,3087,3510,2916
282,253,3769,2815,2028,3255,1777,1527,1258,2628
36,922,922,1259,1734,2762,1682,1097,1961,2145
861,653,2334,551,1580,1689,3148,552,1620,861
3717,3408,2692,1214,1748,833,368,3578,592,70
3793,2976,2456,3744,2916,1247,2020,3148,50,332
720,3363,3044,2903,1206,151,2986,912,2657,3483
367,505,2125,3755,1748,3578,2840,736,3178,2495
47,1694,1276,999,2986,1374,3793,3725,1148,3802
1617,1224,2657,750,474,2701,3005,1431,3738,3418
223,1372,1929,22,610,2918,635,2335,1089,1223
3298,316,95,1866,3388,2807,2050,1206,2028,2268
3948,2699,474,249,3729,3033,153,6,3510,480
50,3513,3159,2716,2805,1732,380,945,3793,357
805,41,364,2312,1610,2071,3363,2726,2379,3252
3510,2628,1270,2687,1617,588,1711,1722,454,509
1552,1295,2918,2571,2321,2950,36,3114,2795,3255
590,1907,2423,235,1024,1090,3037,2396,589,1487
3513,2719,253,539,1629,1252,3095,3481,922,2427
2355,3093,3469,861,158,3914,273,1183,327,919
1912,2890,3481,356,2278,232,30,1785,1225,382
593,2688,2333,1479,3444,858,1299,908,1304,2116
597,541,3923,1784,1233,2320,527,490,207,2976
300,1945,969,3686,2402,2908,597,16,162,881
1777,1059,328,2428,2288,1148,1380,2970,2005,2134
162,3262,1269,1025,344,2581,2581,1189,3789,1911
3301,1254,1269,555,597,3409,2580,1894,2448,3317
1343,1206,595,3257,442,2321,1777,316,2750,2571
3160,164,1449,1584,2040,2858,3361,858,2717,1968
529,2106,3770,1035,3081,1214,3114,50,2117,3948
457,483,3897,174,1648,2985,2148,1876,2906,25
745,2858,3068,1278,2532,457,1200,818,1394,1971
3452,2826,546,3160,1772,1517,1148,1047,2423,1271
2294,296,1028,589,953,969,2409,2344,2015,1580
1921,2018,920,1909,2053,3341,1033,348,2294,1396
1923,448,3450,1994,2321,3438,1517,1726,107,1307
1784,110,1969,2541,353,1020,3614,2166,3510,2268
1060,594,2018,3755,904,1955,1378,493,837,1252
318,2858,912,1035,2001,527,3160,89,2514,918
1356,48,969,551,994,1356,2605,904,3468,1373
1358,1256,3450,1566,3210,1344,552,587,3735,1704
3178,260,1,1207,1198,2291,2013,1617,1374,296
3751,2289,3766,2070,1213,2672,1061,585,529,3846
3826,1266,62,3600,1225,778,1649,2294,300,1343
3755,2474,3936,2313,1099,2414,3701,1445,2145,1221
2599,2710,2550,1225,3548,509,58,2062,1693,1127
2302,180,1393,1179,3683,1952,3675,1036,2529,1041
1500,802,3006,1500,350,2648,899,3819,2792,586
2959,3298,198,1183,3146,647,1513,1127,2521,1721
1148,3,3897,1033,1307,2204,2208,3396,2003,2142
2166,1805,2014,3148,2706,3751,434,2004,2639,849
3253,1627,1270,2140,2676,2605,2011,3120,2799,1639
3255,3701,3358,2428,3300,3471,1645,1270,2288,1407
838,2019,47,2160,1084,2241,2455,520,2889,110
1584,593,2268,931,1997,3357,1022,246,367,1562
1221,3623,1,3250,3157,1686,1061,919,1610,2463
1223,891,784,3507,2245,780,1641,3271,599,1292
2890,3717,2662,2971,2531,851,62,3255,3253,2474
3114,2294,837,3672,1350,2696,3662,260,2997,2371
1089,2840,2840,1036,474,1094,2186,3506,1801,1210
912,2997,1097,3873,913,441,1097,2978,3258,1009
1446,412,2288,3408,2333,1912,3261,1251,2648,1542
3408,2706,2906,1674,1242,27,915,1219,2826,2948
3623,2333,350,2598,3087,1270,3802,3113,2771,3635
778,786,34,1959,553,3328,376,180,1597,3683
3484,2053,1440,3861,2712,2020,2455,260,3536,441
412,1682,1673,2943,3545,1693,1806,344,415,2551
3916,1359,2959,593,589,1466,2890,2443,2858,1247
994,1060,2470,2028,377,260,2605,3505,1196,1644
1233,2019,3384,296,235,3932,1221,2759,3267,465
1307,1732,357,953,2716,899,1937,318,1,587
920,1645,2687,3893,1080,733,442,968,1306,2147
3270,784,2351,1500,3361,3210,1374,3272,2105,479
2762,639,951,923,1841,3836,1711,1221,457,2571
1961,508,3386,337,1302,3702,2021,1954,2922,2011
428,608,482,2028,1025,1297,2770,589,2167,500
3354,1224,546,3115,1432,661,1208,2006,377,1231
2997,587,3256,3354,1193,261,3789,306,3751,3798
1263,2916,593,1552,3,3700,2028,527,3148,1580
2572,3534,1644,1287,2081,2968,3100,527,161,2718
2731,3469,356,3387,2427,2731,3033,2354,1093,3101
3033,1267,1955,1356,1270,2093,2668,415,1207,474
2243,2243,3741,3108,356,1200,2762,1012,3362,1704
2826,296,3836,3424,3006,524,1969,733,1672,260
2694,2324,3246,1873,3555,3326,2396,553,318,2702
1968,2160,1206,231,450,1419,307,608,3248,3440
3578,3566,1394,1097,151,1284,1262,3113,1396,830
2920,2985,3175,1282,3704,3341,1942,1280,3185,2927
1982,1347,2470,562,1804,736,780,21,1189,1500
3081,1321,1339,1224,296,2087,2253,3176,1721,356
1225,2248,3397,2528,3461,10,1028,3421,2871,3421
2976,2599,374,3704,2701,2605,2997,2959,2662,349
2987,2502,541,3508,1653,1219,2936,3543,1694,2470
2989,2089,2997,2908,2581,2231,2797,1136,1600,1320
2622,2070,150,1440,1198,1356,3768,247,1916,3675
648,345,1203,1206,1221,1196,594,589,292,2406
2628,720,608,1095,2890,3258,3897,364,1673,2549
1683,1212,1240,1230,1210,30,1285,1207,14,2272
1688,1219,372,3252,994,3928,2791,1103,356,1196
2123,1954,1449,2495,1967,3812,455,2369,2121,2797
2052,2335,32,1913,1913,1805,3638,838,1198,1286
2054,1707,1644,1019,2311,2372,1588,377,1784,1029
2993,861,3254,3029,2455,3361,2918,2144,52,1721
1185,1396,141,2202,1617,909,553,3671,1580,3897
1259,1201,2163,480,1387,533,1277,3882,1029,910
1186,1276,2178,1224,1589,1237,2900,1940,1377,3844
653,2405,2750,2005,3882,162,1258,1321,1196,2353
2701,673,480,372,1617,2872,2105,3005,2706,356
586,215,21,2012,1848,804,2699,2890,1958,587
3438,555,1573,1680,1680,2709,442,1608,48,2986
1907,431,1136,2628,198,2414,3396,2448,3033,1408
588,1416,2657,198,2532,357,1294,224,3535,2792
3439,2969,1094,3386,2762,2805,3418,1429,1711,1968
1690,1295,835,457,3926,376,1304,1388,3274,2338
222,101,3784,616,648,2144,2366,3766,2017,904
2,1717,1619,2033,1527,370,1101,1320,3740,1282
153,147,929,1080,3396,2294,1284,610,3703,2369
158,2880,3310,3480,1,3101,1042,948,1465,2048
2133,2826,1200,2322,1270,88,141,3071,3272,1004
2137,1228,450,3260,349,1222,3624,2643,589,1219
1408,858,1085,2110,515,1961,1892,16,266,1285
3877,2668,2633,648,2723,2717,562,2985,1297,2640
2139,2356,296,1265,2134,3169,866,2710,2710,2092
1193,3298,3787,3114,2396,1997,996,969,2662,1247
1196,110,1580,3461,920,41,3549,3701,2148,1201
3440,640,3350,1597,1958,2393,3368,2248,2384,3753
1197,2409,1225,2427,1304,342,3840,1699,3784,327
736,2268,1270,2693,3421,1198,3256,1407,1438,1769
1198,1262,1278,1204,1377,1356,377,2163,1024,1258
737,1302,518,2000,95,2174,3249,260,1230,1517
592,318,2268,3671,2986,1183,367,2791,296,1124
594,1911,150,3341,801,3699,1580,2245,3032,932
595,1221,2683,911,17,1544,34,1193,532,2243
596,2005,2167,2329,2355,2447,1096,1,2762,2794
2718,593,3175,2322,3360,1682,1376,3895,2249,2139
3448,858,3358,1205,2193,174,2706,2471,153,1197
1918,1270,457,381,2137,1917,543,2421,2567,110
302,1019,1024,3911,2804,2168,1291,1041,3246,2096
232,523,3525,1073,839,1682,765,1197,373,1256
2140,1960,596,1200,3494,1097,1617,3267,2881,3099
2141,1760,2040,946,1693,2313,1090,2617,1301,3000
2142,1032,2139,1064,3262,1025,258,377,691,2657
168,421,2262,1261,3173,2531,1964,356,3198,2628
2143,3618,1199,1976,110,2450,2657,512,1135,3197
2145,454,3271,2883,955,2916,2692,2501,2006,2565
1344,1307,412,356,3755,1210,750,1518,2571,1396
1271,2083,1086,265,2922,1280,537,1562,2069,2762
2076,2959,2772,260,2533,368,110,3793,3504,2455
3889,338,1805,1405,153,3534,1876,3809,3203,3487
1275,3791,1221,1073,3034,588,1754,2942,1425,2549
2078,1196,1019,1978,2549,2716,318,2105,3135,2713
2723,3034,1259,1527,3438,2126,50,2707,1580,3793
3526,1347,2995,410,2599,2371,3877,1518,1682,2080
3527,2133,223,3053,3176,86,1665,3273,1544,15
249,2792,2916,474,1923,2568,434,2802,524,2741
2153,172,3706,3617,1623,2495,1921,2114,349,552
2080,616,3868,2951,3911,588,2352,351,379,2530
2081,1339,3858,1968,1376,2407,2660,1188,3079,3507
2082,3155,608,2321,3108,185,532,2641,2105,20
2083,1885,2085,3481,3893,1272,1263,1747,163,3176
1282,835,3258,2478,428,1674,608,2124,2402,3108
2085,1217,2401,2145,3157,3384,2966,10,947,3005
2087,2249,3920,2973,3819,16,2458,3671,2730,1276
2089,1243,457,9,994,3910,1968,3753,1673,3418
3461,3148,2012,2370,2081,3308,1188,2110,1974,2490
2807,1120,953,3766,2953,724,3156,3325,356,2953
2735,3702,1391,47,1081,2001,3255,3751,2918,3623
2739,1694,2431,1037,1377,107,527,1259,1251,2943
3396,1997,1022,3006,1408,474,2406,1257,222,329
3397,2080,2359,225,1610,3672,2701,3836,3923,2764
3398,165,2278,1616,3018,2539,2694,47,3145,3671
3399,3439,3098,2382,198,1918,3743,3598,483,1018
327,3578,518,2002,1961,1104,3201,1962,1082,2335
3034,2761,224,2018,1779,1304,3178,518,2261,377
3108,317,2628,2997,2598,2829,175,492,3751,2791
2161,3896,3949,1246,1299,1968,1097,2159,1597,2606
2090,235,1258,3253,300,36,839,2034,2121,50
902,588,3436,1210,500,3090,1199,2716,2527,110
2093,2717,2146,745,594,2000,2770,750,3196,3350
1291,2428,924,587,788,1500,6,1200,2094,3160
2167,296,2459,1389,18,597,3088,1321,234,2474
2096,3873,441,1721,3156,836,544,1288,3142,3698
1367,2815,349,2050,428,267,1917,356,2690,368
839,2278,2947,3578,2707,608,2529,2622,3624,1073
1005,2268,748,1703,317,275,1370,2116,1033,3623
1873,1639,1210,2628,1526,2826,2716,3682,3101,47
3479,356,785,2080,2747,3439,1047,3557,2321,1307
405,2804,3037,2143,2193,327,3361,2529,2664,1876
10,1396,377,1036,3153,924,2312,1258,180,47
1876,3429,1873,2729,3871,1344,36,2243,919,2408
260,497,3793,1960,1132,2763,2861,1717,3362,1673
261,1028,1084,3066,2393,1719,480,1845,1262,1246
262,367,1517,2099,3920,1620,2333,1344,924,3527
2248,486,3070,1183,2337,3578,2657,3608,318,2804
1377,1614,465,3444,2642,1873,3807,314,1284,1086
1378,1297,322,145,3361,1371,442,1527,2763,1396
1379,1240,593,3176,3125,1306,2407,1580,2948,466
919,3510,3362,3791,1387,2713,2232,628,1278,581
1013,1883,588,2718,3408,1544,3831,2907,2335,442
1954,899,50,1,165,3450,923,2018,527,2312
1882,3082,1726,1834,2746,3618,1207,1411,3524,3260
1956,1260,2799,1262,3751,2067,231,48,13,3167
3489,1513,1586,2568,912,1978,2123,3105,2338,2521
26,2002,524,1293,199,1655,2651,57,2278,3513
29,3505,420,839,354,2908,2395,2797,1797,2419
2253,1104,1610,2311,3421,1184,1378,1196,529,1680
1527,3160,1261,3173,3918,1210,1732,1101,2472,3798
780,1689,2094,2001,1676,2605,2710,2720,648,1240
3703,3513,380,2421,3557,3354,3287,1297,2295,2000
1387,10,3693,688,3147,2013,3354,2403,2407,2289
3704,3704,531,198,2918,3555,2471,1210,2334,1722
3705,1562,1214,3,237,2059,45,377,2530,1073
3633,879,529,562,3600,1267,3334,1274,3752,1968
783,2997,2395,543,2366,1370,1047,3897,364,1073
3635,743,741,2006,2701,1918,3250,104,1833,1094
1022,2174,2600,317,3639,2169,2112,1848,3751,948
1960,2324,1197,2070,1101,3688,518,922,2313,1573
2763,2058,2439,2763,11,223,3408,2802,1556,592
3639,3639,1258,3044,2987,3423,105,260,2243,2370
2764,2688,711,2186,111,1086,1729,356,2393,3076
1962,647,3421,1287,3142,2502,1676,3174,3016,3524
1025,3301,2087,2947,3448,1254,541,1769,543,2371
3494,6,1580,1537,1407,194,1198,1103,1253,3799
421,165,2094,2404,3639,2826,3020,477,2706,595
1028,1732,780,2657,2716,2529,910,1197,766,32
1029,260,1208,2136,1271,2300,2716,3208,2539,2565
1967,1011,2615,969,157,2640,1197,73,2071,2161
353,998,151,1645,141,3030,2401,10,1573,2263
2402,2580,1240,1245,3316,2167,2628,2734,2671,1866
34,1358,3507,1876,539,2491,1194,356,1197,316
2404,3203,2746,3504,858,2291,480,11,3396,1611
1606,379,2890,1981,599,3247,441,1982,2968,3593
2193,529,1953,474,374,1283,1193,3450,3268,861
1391,1562,3261,239,281,1379,780,588,1387,3480
2194,2373,2253,2616,2245,3098,589,1799,750,518
1396,2541,3628,3510,3911,1103,2015,2736,380,3614
1032,3097,3926,2041,2916,3156,2890,2716,213,1037
1033,590,546,2379,339,1833,2881,527,2435,1274
1036,2657,1213,1997,2346,2294,1242,919,599,3108
434,2407,1259,2502,3743,204,1197,1654,3751,1136
364,1591,230,515,448,317,2836,1957,2762,1205
292,593,1240,3201,497,2872,2875,3409,2694,434
44,1127,3753,1552,3256,3740,1200,1361,2334,3686
2414,3682,953,1954,3044,1371,3005,1500,1136,1208
368,2427,1660,1948,1924,3752,2599,2912,2114,590
48,2431,529,1274,3510,1277,150,1957,3791,3159
1544,2002,1569,1617,1230,1405,1939,2273,1957,357
2348,2841,2094,1303,1161,2303,3006,909,2932,1617
940,2287,923,597,3175,951,3873,529,163,468
3723,329,1584,2354,1617,2011,2716,1994,802,2504
1049,3617,3366,647,2028,2193,969,2943,708,1011
2421,2475,65,2393,3004,3005,2706,2297,2430,1962
2422,3461,2491,2478,2692,3916,3915,1375,446,1518
1126,260,367,1387,719,1588,1188,3114,1617,527
3668,2949,3624,1680,46,2122,2107,527,2640,1923
2797,3925,3159,1036,3578,2723,1385,2384,2791,3505
380,2616,1129,3513,3,3513,1923,954,1943,1234
1702,2567,2194,2990,3682,474,589,1147,2677,2161
1635,3048,2506,3698,2427,2485,2713,2932,2997,1921
1562,2541,2716,1460,994,1092,457,553,110,1916
2000,1084,2455,673,517,3896,3007,125,1350,2321
2001,1687,1580,2033,1175,3114,1093,2424,356,3107
2002,2683,1248,2928,1200,3770,2615,2478,1641,733
1200,1222,2858,2013,1215,1225,866,292,1639,1304
1499,2405,357,588,1059,21,2126,2770,2431,1378
1201,1198,911,1799,2692,858,3362,2571,1831,741
2005,2686,2966,2134,920,1031,2410,551,89,3448
969,1041,3418,3578,2761,1378,1821,1965,2648,45
2872,3499,328,953,745,3508,940,1260,3819,2025
1207,2542,2700,2114,800,3813,2003,3029,714,3527
2947,3130,2542,1206,2795,1029,3649,110,1233,783
2948,110,3088,3699,1408,2944,47,1196,367,3256
1064,586,1359,3698,3107,1294,2143,3835,3697,1641
531,364,1617,3897,1278,2714,314,2565,2927,608
532,266,2862,553,916,1476,922,2787,1974,1221
466,586,2716,1947,2791,1888,3285,3604,3528,1261
2370,2571,2321,1269,2542,1994,3467,3593,915,3751
3247,3614,39,1907,2404,2011,459,3481,3755,836
1643,2116,2469,2555,2406,3751,1198,2872,1584,543
3175,2094,2502,21,549,786,2152,1541,421,208
2373,3,1408,2805,556,1282,3871,2057,2521,3361
2375,1717,555,2427,1033,1073,1,3255,1721,1358
3753,1385,3689,1965,2819,441,1050,3364,535,2724
2951,1247,2010,1449,1225,1094,316,1265,2642,1090
2014,2109,2694,2065,3104,1288,2111,457,293,800
2953,3873,2409,1078,47,2306,371,3555,296,587
1215,1094,3362,1387,1186,1215,3923,1339,2038,3814
2018,3398,2791,3452,724,2204,1237,2372,3481,1217
2019,2078,2078,1247,36,2858,3723,329,919,3740
1073,551,2022,3767,2459,788,3917,1866,380,2396
616,223,1457,2366,2643,2657,1208,1358,2034,556
546,1193,2599,2905,931,1013,2949,1215,2004,801
2450,3676,2797,903,1261,541,3109,3802,362,1653
475,3624,1544,2174,3527,2988,527,1225,3396,435
86,1059,3217,2987,2916,135,2433,2916,2533,1784
1654,1566,3702,2762,1610,2421,480,1013,1441,1753
2384,3527,3932,3688,2420,1124,1196,1653,2009,157
1587,1036,3510,1431,3176,3386,3763,694,2572,3476
2020,1258,368,1233,1207,1527,1171,62,724,1941
2021,1079,3526,3134,3307,69,223,47,1183,2571
2025,539,438,2252,1920,6,1357,1721,1535,317
3698,1135,196,434,3527,1222,1619,1333,2890,1711
551,1196,1797,2806,2959,2329,3006,207,912,344
552,3448,1244,1805,2402,1391,1923,3441,1127,2918
1804,453,900,553,373,1597,3392,1186,909,1374
485,2084,502,434,89,3037,2762,1036,2421,153
1805,1921,522,85,2352,2922,1206,3526,1033,3301
1732,1095,198,39,3087,589,3265,1013,1073,3471
2391,2529,3255,1250,3524,2369,1210,2002,2404,663
95,34,3243,3608,2033,848,2378,2808,1092,2600
1591,3675,4,1210,593,1073,2944,1129,420,2142
3269,1099,1542,1034,3740,1203,3394,694,2475,3398
2394,351,3255,1950,2203,2155,1884,968,2410,3551
3911,2366,2997,1964,2991,3604,1100,1357,2890,2871
2100,944,1034,2959,2302,1377,1641,2707,2871,3355
2105,2161,2549,2643,2060,3926,1920,2701,541,1011
1234,47,296,1200,511,942,2448,529,318,2997
1094,914,1185,2687,420,920,903,2671,2405,1201
1097,3081,2396,3100,1446,2502,1974,3157,480,2707
493,3438,296,34,737,173,1291,3478,3824,516
2542,2880,1673,786,552,3175,2028,2194,1916,3534
2616,1348,1088,1320,1371,5,367,880,260,2961
2470,3654,1210,2115,3254,3409,1982,785,648,2081
2617,3614,1584,3269,440,1608,3068,2113,2611,2355
1676,2313,3444,527,2028,3627,762,157,1689,39
208,608,3528,2808,3253,2759,3148,1047,3519,1429
2115,150,2628,590,1227,168,2046,1356,3897,3699
2042,3754,1408,1883,1376,3173,3923,362,515,2490
1240,548,2599,435,277,1580,1270,3793,3744,1955
2116,2090,317,2712,2013,3699,592,3441,123,1262
1242,1517,2396,1266,2700,1258,1562,595,222,2701
1246,1073,1358,3551,2109,832,1422,3480,303,357
3863,3578,2324,1587,288,32,1391,3863,2316,1661
1694,1288,1949,88,300,2195,2396,2020,2038,471
2641,1392,155,599,2729,650,374,1372,1466,3763
1371,902,517,1721,36,260,3897,1610,1597,126
1375,1240,1096,3591,2088,2396,2699,2124,2137,3863
1468,3535,588,2671,1593,891,1777,2798,543,1230
70,3358,2700,1259,2134,480,3624,586,597,3316
2700,2676,2700,1,296,2540,2042,1876,912,2717
585,1197,2463,2391,216,3710,2383,663,2106,2028
3000,2167,377,999,39,110,1101,32,2752,260
3053,1945,247,818,3052,2688,3113,380,1554,145
2761,3897,3481,2927,3022,1294,1126,2028,2453,1136
3745,2997,11,3578,1222,1091,230,1259,1259,3555
1645,3882,2863,1719,3809,47,1127,3004,1274,2010
3268,1962,3260,2394,17,441,368,2018,1193,506
3774,3510,3526,2153,172,1125,3877,104,1047,1586
1249,1199,22,1193,3447,3083,1,2797,2447,1393
1179,2710,3679,2174,2355,164,2006,2167,3868,1191
2550,2840,2231,3168,2571,608,60,1178,2692,1215
144,24,3793,2879,2611,2067,908,2502,196,2160
2132,1294,1032,3421,2406,1641,110,3255,2706,3108
1266,1291,1597,1356,1726,333,1653,468,446,527
1278,1621,1357,2871,3266,1270,904,1788,2288,1784
2657,2011,333,3210,3471,2011,1196,1148,861,1372
1284,2311,2736,2648,1200,246,1208,1198,2657,908
1285,2375,1247,466,3809,3614,552,3113,3809,2875
3101,2115,317,3735,2531,490,2628,3175,2248,541
901,1641,1597,3653,3499,1198,104,3627,1717,2739
904,2858,50,145,110,2991,434,1,1483,1221
906,1171,1356,500,356,1527,288,6,736,515
3471,1597,3608,24,733,1610,1810,1267,1135,551
3548,2797,2662,266,1610,2951,1441,1234,1573,1304
334,2890,1129,1259,25,3117,3869,110,1230,1028
2174,1488,14,1371,2243,2067,1573,3104,2919,1562
916,3948,1300,3317,880,2065,3556,934,2113,1641
2321,3717,36,1385,1518,3054,1010,2013,1033,3526
928,3022,2176,1201,3007,1196,2006,1500,1220,1214
32,2664,926,2643,2088,377,1711,2455,515,2757
357,457,3052,155,2424,3784,2502,440,380,1339
930,1438,362,2875,1747,3671,3785,913,480,916
1537,902,1380,933,678,916,3101,788,1021,1197
2918,21,223,1784,3072,1259,25,2949,1263,1391
3210,1294,3105,1079,2174,1193,2976,2728,1036,2212
293,367,2858,3476,3089,1214,1240,1954,2253,432
2282,608,1912,926,141,2476,948,2290,1258,3538
954,3614,3147,145,3565,1376,3897,1219,1197,3037
